orden,intervencion_id,meeting_id,texto_repetido_training,reunion_en_training,prob_hawkish,prob_dovish,prob_neutral,pred,es_relevante_pred,score_pred,etiqueta_humana,es_relevante_humano,fecha_reunion,coincide,senal_decision,fase
282,RPM-2006-08-10:814:1,RPM-2006-08-10,False,True,0.0288157420624531,0.1300688674847379,0.841115390452809,neutral,1,-0.1012531254222847,neutral,1,2006-08-10,True,True,2006_alza_fin
283,RPM-2015-07-14:6906:1,RPM-2015-07-14,False,True,0.3258568271901388,0.4984043378062889,0.1757388350035723,dovish,1,-0.1725475106161501,hawkish,1,2015-07-14,False,True,2015_quiebre
284,RPM-2009-01-08:2281:1,RPM-2009-01-08,False,True,0.0277178871640665,0.0677194375154995,0.904562675320434,neutral,1,-0.0400015503514329,neutral,1,2009-01-08,True,True,2009_bajas
285,RPM-2011-03-17:3889:1,RPM-2011-03-17,False,True,0.5701370951092586,0.2666231319447746,0.1632397729459668,hawkish,1,0.3035139631644839,hawkish,1,2011-03-17,True,True,2011_alza
286,RPM-2015-03-19:6678:1,RPM-2015-03-19,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2015-03-19,True,True,2015_quiebre
287,RPM-2009-04-09:2455:2,RPM-2009-04-09,False,True,0.0253669530604727,0.050347570364342,0.9242854765751852,neutral,1,-0.0249806173038692,neutral,1,2009-04-09,True,True,2009_bajas
288,RPM-2008-11-13:2151:1,RPM-2008-11-13,False,True,0.0452616978777904,0.0756783386354912,0.8790599634867182,neutral,1,-0.0304166407577007,neutral,1,2008-11-13,True,True,2008_crisis_alza
289,RPM-2007-04-12:1200:1,RPM-2007-04-12,False,True,0.085659059169038,0.2261461756067328,0.6881947652242291,neutral,1,-0.1404871164376948,dovish,1,2007-04-12,False,True,2007_mixto
290,RPM-2012-06-14:4898:1,RPM-2012-06-14,False,True,0.1297023411887826,0.3545234873807645,0.5157741714304528,neutral,1,-0.2248211461919819,hawkish,1,2012-06-14,False,True,2012_13_mantiene
291,RPM-2007-01-11:1033:1,RPM-2007-01-11,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2007-01-11,True,False,2007_mixto
292,RPM-2011-07-14:4205:1,RPM-2011-07-14,False,True,0.1890660790161659,0.5910295584291676,0.2199043625546664,dovish,1,-0.4019634794130017,hawkish,1,2011-07-14,False,True,2011_alza
293,RPM-2006-12-14:994:1,RPM-2006-12-14,False,True,0.0083165514343626,0.0192222149595927,0.9724612336060446,neutral,1,-0.01090566352523,neutral,1,2006-12-14,True,False,2006_alza_fin
294,RPM-2014-04-17:6162:1,RPM-2014-04-17,False,True,0.016076519996087,0.0294981828879072,0.9544252971160058,neutral,1,-0.0134216628918202,neutral,1,2014-04-17,True,False,2013_14_bajas
295,RPM-2006-04-13:653:2,RPM-2006-04-13,False,True,0.6914224913415755,0.2419221810095576,0.0666553276488668,hawkish,1,0.4495003103320178,hawkish,1,2006-04-13,True,True,2006_alza_fin
296,RPM-2013-07-11:5694:1,RPM-2013-07-11,False,True,0.1199763786911914,0.7718437814509128,0.1081798398578957,dovish,1,-0.6518674027597213,hawkish,1,2013-07-11,False,True,2012_13_mantiene
297,RPM-2012-01-12:4547:1,RPM-2012-01-12,False,True,0.0269359570895961,0.0126220645466747,0.960441978363729,neutral,1,0.0143138925429213,neutral,1,2012-01-12,True,True,2012_13_mantiene
298,RPM-2009-07-09:2650:1,RPM-2009-07-09,False,True,0.2633160882448055,0.6360193931574144,0.10066451859778,dovish,1,-0.3727033049126089,dovish,1,2009-07-09,True,True,2009_bajas
299,RPM-2007-07-12:1321:1,RPM-2007-07-12,False,True,0.3449843200154364,0.0965897339992293,0.5584259459853343,neutral,1,0.2483945860162071,neutral,1,2007-07-12,True,False,2007_mixto
300,RPM-2010-09-16:3388:1,RPM-2010-09-16,False,True,0.0132046440525049,0.0186391560699085,0.9681561998775864,neutral,1,-0.0054345120174036,neutral,1,2010-09-16,True,False,2010_alza_emergencia
301,RPM-2015-05-14:6780:2,RPM-2015-05-14,False,True,0.0622179550146698,0.0873321864830806,0.8504498585022495,neutral,1,-0.0251142314684107,neutral,1,2015-05-14,True,False,2015_quiebre
302,RPM-2011-06-14:4072:1,RPM-2011-06-14,False,True,0.0284009323085232,0.0428360468458444,0.9287630208456322,neutral,1,-0.0144351145373211,neutral,1,2011-06-14,True,True,2011_alza
303,RPM-2007-02-08:1096:1,RPM-2007-02-08,False,True,0.2487526282167936,0.4538257486229198,0.2974216231602866,dovish,1,-0.2050731204061261,hawkish,1,2007-02-08,False,True,2007_mixto
304,RPM-2012-10-18:5122:1,RPM-2012-10-18,False,True,0.0642368955677284,0.1160025448309682,0.8197605596013033,neutral,1,-0.0517656492632398,neutral,1,2012-10-18,True,False,2012_13_mantiene
305,RPM-2007-11-13:1556:3,RPM-2007-11-13,False,True,0.0276255149306812,0.0294700052311771,0.9429044798381416,neutral,1,-0.0018444903004959,neutral,1,2007-11-13,True,True,2007_mixto
306,RPM-2012-05-17:4814:1,RPM-2012-05-17,False,True,0.0087780927245795,0.0220565905973577,0.9691653166780628,neutral,1,-0.0132784978727781,neutral,1,2012-05-17,True,False,2012_13_mantiene
