intervencion_id,etiqueta_recibida,etiqueta_adjudicada_v3,es_relevante_adjudicada_v3,confianza_adjudicacion,cita_literal_adjudicacion,fundamento_adjudicacion,resultado_revision,estado_revision
RPM-2015-02-12:6633:1,neutral,neutral,1,alta,"se impone claramente la opción de mantener la TPM ante cualquier opción alternativa. Asimismo, en su opinión, queda en evidencia que no se avizora en un futuro cercano la opción de bajar la TPM.","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 3% anual, señalando que se impone claramente esta opción y que no se avizora en un futuro cercano la opción de bajar la TPM, con situación internacional sin mayores novedades e inflación superior a lo anticipado por el mercado. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-06-14:1306:1,hawkish,hawkish,1,alta,"el Comunicado de esta reunión debe dar cuenta de un cambio en el sesgo de la política, abandonando explícitamente el sesgo neutral, en favor de un sesgo al alza","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5,0% pero solicita explícitamente cambiar el sesgo del Comunicado abandonando la neutralidad en favor de un sesgo al alza, ante mayores presiones inflacionarias y un cierre más rápido de holguras. Mantención con sesgo futuro al alza configura dirección hawkish según Codebook v3.",ratificada_v3,cerrado
RPM-2012-10-18:5151:1,neutral,neutral,1,alta,el Consejero señor Joaquín Vial vota por mantener la Tasa de Política Monetaria en 5% anual.,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5% anual, señalando que los riesgos externos persisten pero se han atenuado en el corto plazo, y que la inflación permanece contenida sin riesgos al alza. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-04-17:6125:1,neutral,neutral,1,media,"consulta por la visión de la Gerencia de División Estudios sobre este panorama más benigno, en especial, si se trata de una situación transitoria o de carácter más permanente.","Ratificada tras lectura de la unidad completa: El Consejero formula una consulta sobre el retorno del interés por la inversión en economías emergentes y si es transitorio o permanente, sin adoptar ni recomendar dirección de tasa. Pregunta analítica sin resolución direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2005-09-08:369:1,neutral,neutral,1,alta,los antecedentes acumulados desde el cierre estadístico del Informe de Política Monetaria muestran un panorama mixto,"Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico macro (actividad, gasto, empleo, inflación, costos laborales, commodities, tasas y tipo de cambio) que describe un panorama mixto sin adoptar ni recomendar dirección de tasa. Diagnóstico sin conexión resolutiva con orientación de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-04-17:4789:1,neutral,neutral,1,alta,"parece recomendable esperar y continuar monitoreando la evolución económica interna y externa, manteniendo la TPM en esta Reunión y validando así las expectativas del mercado.","Ratificada tras lectura de la unidad completa: El Ministro de Hacienda recomienda mantener la TPM y esperar, monitoreando la evolución interna y externa, ante el resurgimiento de tensiones en Europa y la desaceleración de China. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-01-17:5318:1,neutral,neutral,1,alta,esa Gerencia propone al Consejo mantener la Tasa de Política Monetaria en su nivel actual.,"Ratificada tras lectura de la unidad completa: El Gerente propone mantener la TPM en su nivel actual, sin sesgo direccional explícito ni diagnóstico de contexto que justifique una dirección particular. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-05-15:6223:1,neutral,neutral,1,alta,"los antecedentes antedichos llevan a proponer a título de opciones relevantes en esta ocasión, mantener la Tasa de Política Monetaria en 4,0% anual o rebajarla en 25 puntos base, a 3,75% anual","Ratificada tras lectura de la unidad completa: El Gerente presenta opciones balanceadas entre mantener la TPM en 4,0% o rebajarla en 25 puntos base, analizando fundamentos y riesgos de cada alternativa sin resolver por una dirección. Opciones balanceadas sin resolución direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-04-12:1186:1,neutral,neutral,1,alta,"el escenario de corto plazo apunta a una inflación mayor que la proyectada el mes pasado y en el IPoM de enero, tanto por una levemente mayor inflación IPCX1, como por el efecto que el alza reciente del precio del petróleo tendrá en el IPC","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico macro detallado (actividad, empleo, salarios, costos laborales, inflación y proyecciones de corto plazo) sin adoptar ni recomendar dirección de tasa. Diagnóstico sin conexión resolutiva con orientación de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-02-12:2381:1,dovish,dovish,1,alta,"el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 250 puntos base, hasta 4,75% anual.","Ratificada tras lectura de la unidad completa: El Acuerdo reduce la TPM en 250 puntos base hasta 4,75% anual, fundamentado en la perspectiva de una caída significativa de la inflación y señalando que la TPM seguirá una trayectoria por debajo de la del IPoM, convergiendo a niveles comparables con los implícitos en los precios de activos para mediados de año. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2010-02-11:2967:1,neutral,neutral,1,alta,"el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 0,50% anual.","Ratificada tras lectura de la unidad completa: El Acuerdo mantiene la TPM en 0,50% anual, señalando que el entorno macroeconómico es congruente con una TPM en el nivel mínimo hasta al menos el segundo trimestre del año. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-07-12:4966:1,neutral,neutral,1,alta,los antecedentes para esta Reunión llevan nuevamente a justificar la mantención de la tasa de política monetaria en su nivel actual,"Ratificada tras lectura de la unidad completa: El Consejero justifica mantener la TPM en su nivel actual, señalando que la trayectoria de las economías internacional y doméstica no se ha desviado significativamente de lo anticipado y que no hay razones para cambiar el mensaje de estabilidad. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2010-09-16:3431:1,hawkish,hawkish,1,alta,le parece prudente continuar con una alza de la TPM de 50 puntos base y que el comunicado indique que el ritmo de normalización continuará a un ritmo y magnitud que dependerá del flujo de datos que se vaya recibiendo,"Ratificada tras lectura de la unidad completa: El Presidente respalda continuar con una alza de la TPM de 50 puntos base y mantener el ritmo de normalización, destacando que la tasa es aún muy baja y negativa en términos reales. Acción hawkish explícita (subir tasa y retirar estímulo) según Codebook v3.",ratificada_v3,cerrado
RPM-2012-05-17:4845:1,neutral,neutral,1,alta,su voto es por mantener la tasa en su actual nivel del 5% y por no introducir cambios significativos en el tenor del Comunicado.,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5% sin cambios significativos en el Comunicado, señalando que los riesgos externos, aunque aumentados, están contrapesados por los riesgos internos y que el nivel actual de la TPM brinda espacio para esperar. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-01-08:2294:1,dovish,dovish,1,alta,"el Consejero señor Enrique Marshall vota por bajar la Tasa de Política Monetaria en 100 puntos base para dejarla en un nivel de 7,25%.","Ratificada tras lectura de la unidad completa: El Consejero vota por bajar la TPM en 100 puntos base hasta 7,25%, argumentando que la única opción plausible es una rebaja sustancial ante el deterioro del escenario externo, el endurecimiento de condiciones financieras, el deterioro de expectativas y el ajuste a la baja de las expectativas de inflación. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2013-10-17:5853:1,dovish,dovish,1,alta,"el Consejero señor Enrique Marshall expresa que vota por ajustar la Tasa de Política Monetaria en 25 puntos base para dejarla en un nivel de 4,75%.","Ratificada tras lectura de la unidad completa: El Consejero vota por ajustar la TPM en 25 puntos base hasta 4,75%, argumentando que las condiciones externas se han consolidado en niveles menos favorables, la TPM permanece en un nivel comparativamente alto, la actividad crece bajo su tendencia y la trayectoria de inflación es baja. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2015-06-11:6859:1,neutral,neutral,1,alta,el Consejero señor Sebastián Claro expresa que su voto es por mantener la TPM en 3%.,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 3%, señalando que no es necesario sobreargumentar para justificar la mantención y el mensaje de estabilidad, destacando temas de comunicación sobre PIB potencial e inversión. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-06-13:5628:1,neutral,neutral,1,alta,el Consejero señor Sebastián Claro manifiesta que su voto es por mantener la Tasa de Política Monetaria en 5% anual.,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5% anual, reconociendo opciones balanceadas (mantener o bajar 25 puntos base) y señalando que una baja en esta oportunidad entregaría una señal muy fuerte que no es evidente, aunque se justificaría una modificación en próximas reuniones. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-07-15:6339:1,dovish,dovish,1,alta,estima que la de reducir la TPM en 25 puntos base se impone en esta oportunidad,"Ratificada tras lectura de la unidad completa: El Presidente estima que la opción de reducir la TPM en 25 puntos base se impone, en un contexto de inflación sobre el rango de tolerancia pero transitoria, crecimiento del primer semestre bajo, inversión negativa, consumo desacelerándose y confianza deteriorada. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2013-02-14:5349:3,neutral,neutral,1,alta,"En lo atinente a política monetaria, consigna el predominio de las decisiones de mantener las tasas rectoras; las bajas de 25 puntos base efectuadas en India, Hungría, Colombia","Ratificada tras lectura de la unidad completa: La unidad reporta perspectivas de inflación, política monetaria internacional y precios de commodities (petróleo, gasolina, cobre, alimentos y metales), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-01-16:5994:1,dovish,dovish,1,media,"los datos recientes muestran que en el margen la desaceleración de la economía chilena ha continuado profundizándose, y que algunos indicadores vinculados a la inversión se sitúan en un nivel inferior a lo esperado","Ratificada tras lectura de la unidad completa: El Gerente presenta como opciones relevantes mantener la TPM en 4,50% o disminuirla en 25 puntos base a 4,25%, señalando que la opción de reducir es acorde con el IPoM, que la actividad crece bajo su tendencia por varios trimestres y que la desaceleración se ha profundizado, lo que podría requerir incluso mayor impulso monetario. Respaldo a la dirección de recorte configura dirección dovish, con confianza media por presentar opciones balanceadas con inclinación hacia la baja.",ratificada_v3,cerrado
RPM-2010-06-15:3162:1,neutral,neutral,1,alta,"el IPC de mayo fue de 0,4%, en línea con lo que el Banco esperaba, en tanto que la variación del IPCX1, que fue de -0,2%, constituyó una sorpresa","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico técnico sobre metodología de empleo, salarios e inflación, sin adoptar ni recomendar dirección de tasa. Diagnóstico sin conexión resolutiva con orientación de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2010-02-11:2965:1,neutral,neutral,1,alta,"no hay elementos que lleven a alterar la trayectoria prevista para la política monetaria y que, de manera consistente con ello, vota por mantener la tasa de política monetaria en su nivel actual","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por mantener la TPM en su nivel actual, señalando que la actividad, aunque superior a la prevista, no altera el escenario central del IPoM y que el riesgo futuro sigue contrapesado hacia la baja de la inflación. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-02-18:6009:4,neutral,neutral,1,alta,"las encuestas de condiciones crediticias de la Reserva Federal, correspondientes al cuarto trimestre de 2013, mostraron una relajación de los estándares para la oferta de crédito, mientras que la del Banco Central Europeo dio cuenta de una estabilización de ellos","Ratificada tras lectura de la unidad completa: La unidad reporta condiciones financieras internacionales, emisiones de deuda, clasificaciones de riesgo, tasas, commodities, tipos de cambio, CDS spreads y tasas de bonos, sin adoptar ni recomendar dirección para la TPM en Chile. Diagnóstico externo sin conexión con orientación doméstica: Neutral.",ratificada_v3,cerrado
RPM-2010-06-15:3177:1,neutral,neutral,1,alta,"hay un efecto base, que va a llevar a que el X1 sea, de hecho, más alto que el IPC total durante el próximo año","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico técnico sobre la trayectoria del IPCX1, componentes de inflación, mercados financieros, tasas swaps y tipo de cambio, sin adoptar ni recomendar dirección de tasa. Diagnóstico sin conexión resolutiva con orientación de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-11-12:2801:1,neutral,neutral,1,alta,"el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 0,50% anual","Ratificada tras lectura de la unidad completa: El Acuerdo mantiene la TPM en 0,50% anual y reduce gradualmente la FLAP hasta extinguirla, señalando que el entorno macroeconómico es congruente con una TPM en el nivel mínimo por un período prolongado, sin sesgo direccional explícito. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-04-12:1184:2,neutral,neutral,1,alta,Las expectativas para la tasa de política monetaria indican que ésta se mantendría en su nivel actual durante este año y gran parte del próximo,"Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico macro (actividad, inflación, escenario externo, commodities, mercado financiero local, tasas y tipo de cambio) que reporta expectativas de mantención de la TPM, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-03-13:6113:3,dovish,dovish,1,alta,"el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 4,00% anual","Ratificada tras lectura de la unidad completa: El Acuerdo reduce la TPM en 25 puntos base a 4,00% anual, con actividad y demanda creciendo por debajo de lo anticipado, y el Comunicado señala que el Consejo evaluará la posibilidad de introducir recortes adicionales. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-04-09:2496:1,dovish,dovish,1,alta,su voto es por bajar la Tasa de Política Monetaria en 50 puntos base y mantener el sesgo,"Ratificada tras lectura de la unidad completa: El Consejero vota por bajar la TPM en 50 puntos base manteniendo el sesgo, argumentando consolidación de la caída de la inflación, bajo nivel de actividad y menores presiones inflacionarias de mediano plazo. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2015-11-12:7126:1,neutral,neutral,1,alta,"las encuestas EEE, EOF y Bloomberg indican que los analistas esperan mayoritariamente una mantención de la tasa en la presente Reunión","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico macro interno (inflación, actividad, mercado laboral, inversión, condiciones financieras, tipo de cambio y brechas) que reporta expectativas de mercado de mantención de la TPM, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-07-10:1973:1,hawkish,hawkish,1,alta,"su voto es por un alza de la Tasa de Política Monetaria a 7,25% anual.","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por un alza de la TPM a 7,25% anual (50 puntos base), señalando un nuevo panorama inflacionario que se aleja del escenario base, con proyecciones de inflación muy superiores y expectativas al alza, requiriendo nuevos incrementos futuros. Acción hawkish explícita (subir tasa y sesgo al alza) según Codebook v3.",ratificada_v3,cerrado
RPM-2007-03-15:1158:1,neutral,neutral,1,media,las dos opciones más plausibles son mantener la Tasa de Política Monetaria o bajarla en 25 puntos base,"Ratificada tras lectura de la unidad completa: El Gerente presenta opciones balanceadas entre mantener la TPM o bajarla en 25 puntos base, evaluando costos y riesgos cualitativamente distintos de cada alternativa sin resolver explícitamente por una dirección. Opciones balanceadas sin resolución direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2010-03-18:3021:1,neutral,neutral,1,alta,"mantener la TPM en su nivel mínimo de 0,50% hasta al menos el segundo trimestre de este año es coherente con que la inflación proyectada se ubique en 3% en el horizonte de política","Ratificada tras lectura de la unidad completa: El Acuerdo mantiene la TPM en 0,50% anual, señalando que ante la incertidumbre asociada a los efectos de la catástrofe, mantener la tasa en su mínimo hasta al menos el segundo trimestre es coherente con la meta de inflación. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2011-01-13:3707:1,hawkish,hawkish,1,media,subir hoy y postergar la pausa reduce los riesgos de un escenario menos favorable en materia de expectativas de inflación,"Ratificada tras lectura de la unidad completa: El Gerente sostiene que subir la tasa hoy y postergar la pausa reduce los riesgos de un escenario menos favorable en expectativas de inflación, manteniendo la misma cuota de retiro del estímulo monetario pero con mayor velocidad. Subir tasa y retirar estímulo configura dirección hawkish, con confianza media por plantearse como escenario de riesgo y mantener la estrategia global del IPoM.",ratificada_v3,cerrado
RPM-2006-08-10:825:1,hawkish,neutral,1,alta,"cree que debe pausarse el alza de tasas de interés, lo que es coherente con nuestra estrategia monetaria actual y los últimos desarrollos en materia de actividad","Vota mantener y pausar el ciclo de alzas. Terminar o pausar un sesgo restrictivo, sin adoptar uno bajista, es N.",corregida_v3,cerrado
RPM-2012-04-17:4740:1,neutral,neutral,1,media,"el Banco Central de Brasil ha sido criticado, en parte, porque se habría adelantado excesivamente en bajar las tasas","Ratificada tras lectura de la unidad completa: El Consejero comenta la crítica al Banco Central de Brasil por haberse adelantado en bajar tasas y la atribución de la desaceleración brasileña al tema cambiario, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-02-08:1076:1,neutral,neutral,1,alta,"Las expectativas para la tasa de política monetaria se ajustaron al escenario de inflación del Informe, anticipándose una prolongada mantención de ella","Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico macro (condiciones financieras, expectativas de TPM, colocaciones, tipo de cambio, actividad, inversión, mercado laboral e inflación) sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2006-03-16:605:1,neutral,neutral,1,media,todos los países se encuentran en el ciclo de aumentar tasas,"Ratificada tras lectura de la unidad completa: El Presidente analiza el escenario mundial, precios de cobre y petróleo, condiciones financieras y alzas de tasas en otras economías, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-06-16:2599:1,dovish,dovish,1,alta,"el Consejero señor Manuel Marfán vota por reducir la tasa en 50 puntos base, dejándola en 0,75% anual, añadiendo explícitamente en el Comunicado que se mantendrá baja por un período superior al que estiman los analistas y el mercado.","Ratificada tras lectura de la unidad completa: El Consejero vota por reducir la TPM en 50 puntos base hasta 0,75% anual, argumentando que la coyuntura requiere una política monetaria excepcionalmente expansiva para alcanzar la meta de inflación y que la tasa debe mantenerse baja por un período más prolongado que el previsto por el mercado. Acción dovish explícita (bajar tasa con orientación expansiva prolongada) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-11-12:2794:2,dovish,dovish,1,media,se podría decir que esto es compatible o se suplementa con un escenario en el cual el período prolongado de tasas bajas podría extenderse más allá de lo que inicialmente estaba contemplado,"Ratificada tras lectura de la unidad completa: El Ministro de Hacienda sostiene que las expectativas de TPM implícitas en las curvas son más altas que la trayectoria del Banco Central, lo que constituye un problema a abordar, y propone un anuncio que señale que el período prolongado de tasas bajas podría extenderse más allá de lo inicialmente contemplado, rechazando que se endurezca la política monetaria. Orientación expansiva explícita y rechazo al endurecimiento configuran dirección dovish, con confianza media por centrarse en la comunicación de la FLAP más que en el nivel de tasa.",ratificada_v3,cerrado
RPM-2015-06-11:6863:3,neutral,neutral,1,alta,el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 3% anual.,"Ratificada tras lectura de la unidad completa: El Acuerdo mantiene la TPM en 3% anual sin sesgo direccional explícito, con información coherente con el escenario base del IPoM, inflación elevada por algunos meses y expectativas de mediano plazo en 3%. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2010-04-15:3034:1,neutral,neutral,1,media,El señor Presidente consulta si Estados Unidos comenzaría a subir la tasa a mediados de año.,"Ratificada tras lectura de la unidad completa: El Presidente formula una consulta sobre las perspectivas de alza de tasas en Estados Unidos, sin adoptar ni recomendar dirección para la TPM en Chile. Pregunta analítica sobre contexto externo sin resolución direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-03-13:1727:2,neutral,neutral,1,alta,la misma lógica indica que lo más prudente sería mantener la Tasa de Política Monetaria en un escenario que en cualquier momento se puede dar vuelta en otra dirección,"Ratificada tras lectura de la unidad completa: El Subgerente General concluye que lo más prudente es mantener la TPM ante mayor incertidumbre, apreciación cambiaria y sensación de crisis, sin adoptar ni recomendar dirección propia. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-04-10:1781:1,neutral,neutral,1,alta,"su voto es por mantener la Tasa de Política Monetaria en 6,25% y que se inclina por eliminar el sesgo y dejar abiertas las opciones de política hacia delante","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 6,25% e inclinarse por eliminar el sesgo, dejando abiertas las opciones de política hacia adelante, ante un cuadro complejo con riesgos en distintas direcciones. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2015-04-16:6716:1,neutral,neutral,1,alta,las expectativas de mercado sitúan la primera alza en la TPM entre fines de 2015 y comienzos de 2016,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico macro interno (actividad, inversión, temporales, mercado laboral, salarios e inflación) que reporta expectativas de mercado sobre la primera alza de la TPM, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-02-18:6055:3,dovish,dovish,1,alta,"el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 4,25% anual.","Ratificada tras lectura de la unidad completa: El Acuerdo reduce la TPM en 25 puntos base a 4,25% anual, y el Comunicado señala que en los próximos meses podría ser necesario agregar un mayor estímulo monetario. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2007-07-12:1323:1,neutral,neutral,1,alta,la mayoría de las expectativas de mercado anticipaban un incremento de 25 puntos base de la Tasa de Política Monetaria para esta reunión,"Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico macro y financiero (tasas, expectativas de TPM e inflación, colocaciones, tipo de cambio, consumo, inversión, situación fiscal, comercio exterior y actividad) que reporta expectativas de mercado de alza, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-03-13:6105:1,dovish,dovish,1,alta,estima que la única opción relevante para esta Reunión es reducir la TPM en 25 puntos base,"Ratificada tras lectura de la unidad completa: El Consejero estima que la única opción relevante es reducir la TPM en 25 puntos base, argumentando que al proceso de desaceleración se ha agregado un escenario más negativo de términos de intercambio y que el esquema de metas permite acomodar la depreciación con tasas más bajas. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-05-07:2549:1,dovish,dovish,1,alta,"el Presidente señor José De Gregorio vota por rebajar la Tasa de Política Monetaria en 50 puntos base a 1,25%.","Ratificada tras lectura de la unidad completa: El Presidente vota por rebajar la TPM en 50 puntos base a 1,25%, señalando que se reafirma la necesidad de continuar con la relajación monetaria para asegurar la convergencia de la inflación a la meta y que el proceso de rebaja de tasas culminaría en la próxima reunión. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2012-03-15:4666:1,neutral,neutral,1,alta,"subraya el predominio de las pausas en el relajamiento monetario entre los países que se analizan habitualmente, consignando que el único aumento, de 25 puntos base, se produce en el caso de Colombia","Ratificada tras lectura de la unidad completa: La unidad reporta tasas, flujos de capitales, movimientos de tasas de política monetaria, operaciones del BCE, monedas y actividad global, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2010-09-16:3429:1,hawkish,hawkish,1,alta,"el Consejero señor Enrique Marshall vota por subir la TPM en 50 puntos base, para dejarla en 2,5%.","Ratificada tras lectura de la unidad completa: El Consejero vota por subir la TPM en 50 puntos base hasta 2,5%, argumentando que corresponde proseguir con la normalización contemplada en el IPoM porque la TPM permanece a una distancia apreciable de la tasa neutral. Acción hawkish explícita (subir tasa y retirar estímulo) según Codebook v3.",ratificada_v3,cerrado
RPM-2007-03-15:1166:1,dovish,dovish,1,alta,su voto es por bajar la tasa de política monetaria en 25 puntos base y anunciar un sesgo neutral para la política monetaria,"Ratificada tras lectura de la unidad completa: El Vicepresidente vota por bajar la TPM en 25 puntos base anunciando un sesgo neutral, argumentando que se ratifica la validez del escenario central que implicaría al menos una baja de 25 puntos base y que no hay riesgos de magnitud que sugieran desviarse de esa estrategia. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2012-01-12:4564:1,dovish,dovish,1,alta,este conjunto de consideraciones llevan a proponer la reducción de la TPM en 25 puntos base,"Ratificada tras lectura de la unidad completa: El Gerente propone reducir la TPM en 25 puntos base, argumentando un escenario externo más adverso, desaceleración de la actividad y fricciones financieras, destacando que la política monetaria actúa con rezagos relevantes y debe anticiparse. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2007-10-11:1517:1,neutral,neutral,1,alta,el Consejero señor Jorge Desormeaux vota por mantener la Tasa de Política Monetaria en su nivel actual.,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM, reconociendo desarrollos contrapuestos en los planos externo e interno y destacando el anclaje de expectativas y la posibilidad de esperar para acumular más información antes de completar la normalización. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-10-18:5139:1,neutral,neutral,1,alta,la unanimidad de los encuestados estima que se mantendrá la TPM y que lo mismo se proyecta para la próxima Reunión que se celebrará en el mes de noviembre,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de inflación, mercados financieros y expectativas de TPM e inflación, reportando que la unanimidad de los encuestados espera mantención, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-09-11:6430:1,dovish,dovish,1,alta,"su voto es por reducir la tasa de política monetaria en 25 puntos base, manteniendo el sesgo, de manera coherente con lo señalado en el IPoM","Ratificada tras lectura de la unidad completa: El Consejero vota por reducir la TPM en 25 puntos base manteniendo el sesgo, en coherencia con el IPoM, y argumenta que se espera debilitamiento del mercado laboral y crecimiento interanual débil. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-12-15:2837:1,dovish,dovish,1,alta,se mantiene plenamente vigente la recomendación de política en orden a mantener la TPM en su actual nivel por tiempo prolongado,"Ratificada tras lectura de la unidad completa: El Consejero sostiene explícitamente una orientación expansiva, votando por mantener la TPM en 0,50% por tiempo prolongado y señalando que el principal riesgo es retirar el estímulo monetario prematuramente. Sostiene orientación expansiva explícita: Dovish según Codebook v3.",ratificada_v3,cerrado
RPM-2015-10-15:7109:1,hawkish,hawkish,1,alta,"su voto es por subir la TPM a 3,25% y mantener el sesgo contractivo en el Comunicado","Ratificada tras lectura de la unidad completa: El Presidente vota por subir la TPM en 25 puntos base a 3,25% y mantener el sesgo contractivo, argumentando que el impulso monetario es muy elevado y debe reducirse para converger a la meta de inflación. Acción hawkish explícita (subir tasa con sesgo al alza) según Codebook v3.",ratificada_v3,cerrado
RPM-2006-05-11:670:1,hawkish,hawkish,1,alta,la estrategia de gradual normalización de la política monetaria se confirma como la más adecuada y por tanto corresponde proseguir con su implementación,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5%, pero enmarca la decisión como una pausa transitoria dentro de una estrategia de gradual normalización que debe proseguir en los próximos meses. Sostiene restricción explícita con sesgo futuro al alza: Hawkish según Codebook v3.",ratificada_v3,cerrado
